# authority_id	required_mode	contexts	product_types	path	path_role	validation_rule	dashboard_group	description
product.entrypoint	required	all	all	README.md	entrypoint	file_exists	workflow	Product human entrypoint.
product.legacy_alias_audit	optional	all	all	src/legacy-alias-audit.js	source	file_nonempty	workflow	Read-only legacy alias compatibility audit and migration-readiness helper.
product.legacy_alias_audit_schema	optional	all	all	schemas/legacy-alias-audit.schema.json	doc	file_nonempty	workflow	Public schema for legacy alias audit output.
product.legacy_alias_removal_readiness	optional	all	all	src/legacy-alias-removal-readiness.js	source	file_nonempty	workflow	Read-only legacy alias removal readiness and fail-closed removal gate helper.
product.legacy_alias_removal_readiness_schema	optional	all	all	schemas/legacy-alias-removal-readiness.schema.json	doc	file_nonempty	workflow	Public schema for legacy alias removal readiness output.
product.constrained_shell_readiness	optional	all	all	src/constrained-shell-readiness.js	source	file_nonempty	workflow	Plan-only constrained shell readiness and fail-closed execution boundary helper.
product.constrained_shell_readiness_schema	optional	all	all	schemas/constrained-shell-readiness.schema.json	doc	file_nonempty	workflow	Public schema for constrained shell readiness output.
product.final_hardening_readiness	optional	all	all	src/final-hardening-readiness.js	source	file_nonempty	workflow	Report-only final hardening readiness helper for local regression and gate-plan metadata.
product.final_hardening_readiness_schema	optional	all	all	schemas/final-hardening-readiness.schema.json	doc	file_nonempty	workflow	Public schema for final hardening readiness output.
product.rename_readiness_check	optional	all	all	tools/check_rename_readiness.mjs	custom	file_nonempty	workflow	Local rename-readiness check for identity metadata, canonical/legacy repository naming, and packaged MCP legacy compatibility.
product.document_sync_policy	optional	all	all	ops/DOCUMENT_SYNC_POLICY.json	ops	file_nonempty	workflow	Machine-readable additive path classification and required authority group policy for integration-range document synchronization.
product.document_sync_policy_schema	optional	all	all	schemas/document-sync-policy.schema.json	doc	file_nonempty	workflow	Versioned JSON schema for the repository-local document synchronization policy.
product.document_sync_guide	optional	all	all	docs/workflow/DOCUMENT_SYNC.md	doc	file_nonempty	workflow	Human operating contract for classifications, CI range checks, optional managed Git hooks, limitations, and recovery.
product.document_sync_checker	optional	all	all	tools/check_document_sync.mjs	custom	file_nonempty	workflow	Node 20 dependency-free explicit-file, worktree, and Git range document synchronization checker.
product.document_sync_hook	optional	all	all	.githooks/pre-push	custom	file_nonempty	workflow	Optional managed pre-push integration-range checker without automatic fetch or global Git configuration.
product.document_sync_installer	optional	all	all	tools/install-git-hooks	custom	file_nonempty	workflow	Repository-local hook installer and uninstaller that refuses unmanaged core.hooksPath configuration.
product.document_sync_test	optional	all	all	tests/document-sync.test.js	test	file_nonempty	workflow	Focused acceptance and rejection coverage for document synchronization policy, range, rename/delete, exclusion, and hook safety contracts.
product.development_workflow_policy	optional	all	all	ops/DEVELOPMENT_WORKFLOW_POLICY.json	ops	file_nonempty	workflow	Machine-readable mapping from durable instruction rule ids to objective checks, review fields, and dynamic current-session subagent bindings.
product.development_workflow_policy_schema	optional	all	all	schemas/development-workflow-policy.schema.json	doc	file_nonempty	workflow	Strict versioned schema that rejects fixed model or effort overrides and unknown development workflow policy fields.
product.development_workflow_checker	optional	all	all	tools/check_development_workflow.mjs	custom	file_nonempty	workflow	Dependency-free local checker for policy, instruction anchors, registered tests, required files, and package scripts.
product.development_workflow_library	optional	all	all	tools/lib/development-workflow.mjs	source	file_nonempty	workflow	Reusable pure validation and contract evaluation helpers for development workflow policy checks.
product.development_workflow_test	optional	all	all	tests/development-workflow.test.js	test	file_nonempty	workflow	Focused acceptance and rejection tests for strict workflow policy and dynamic session-bound subagent selection contracts.
product.verification_policy	optional	all	all	ops/VERIFICATION_EXECUTION_POLICY.json	ops	file_nonempty	workflow	Machine-readable local and CI verification tasks, profiles, limits, locks, evidence retention, remote/workflow/host identity, cache boundaries, exact execution instances, and final owner graph.
product.verification_policy_schema	optional	all	all	schemas/verification-execution-policy.schema.json	doc	file_nonempty	workflow	Strict versioned schema for verification execution policy shape and fail-closed cache boundaries.
product.verification_runner	optional	all	all	tools/verification.mjs	custom	file_nonempty	workflow	Strict command-specific plan, bounded local execution, focused selection, policy-resolved release evidence, CI proof import, and same-run CI proof entrypoint.
product.verification_library	optional	all	all	tools/lib/verification-orchestration.mjs	source	file_nonempty	workflow	Reusable pure policy, planning, ownership, selector, runner, cancellation, and proof helpers.
product.verification_ci_checker	optional	all	all	tools/check_verification_ci.mjs	custom	file_nonempty	workflow	Semantic CI owner, final-needs, cache, package artifact, timeout, and no-rerun contract checker.
product.verification_ci_status	optional	all	all	tools/check_ci_status.sh	custom	file_nonempty	workflow	Read-only exact-commit remote CI and all-job success checker with policy-selected remote, workflow, and allowed host identity.
product.package_artifact_library	optional	all	all	tools/lib/package-artifact.mjs	source	file_nonempty	workflow	Run-isolated package producer with combined stdout/stderr limits and untracked-content binding plus same-run manifest/tarball consumer validation without repacking.
product.verification_evidence_library	optional	all	all	tools/lib/product-gate-evidence.mjs	source	file_nonempty	workflow	Atomic full-record v2.2 receipts, complete clean release batches, bounded active retention, non-authoritative inactive history, exact task/source membership, freshness, parent-compatible projection, concurrent rebuild, and manual-authority enforcement.
product.verification_orchestration_test	optional	all	all	tests/verification-orchestration.test.js	test	file_nonempty	workflow	Focused acceptance and refusal tests for strict CLI arguments, verification policy, planning, locks, bounded parallelism, cancellation, and CI proof.
product.verification_ci_test	optional	all	all	tests/verification-ci.test.js	test	file_nonempty	workflow	Focused acceptance and refusal tests for distributed CI ownership, exact Playwright cache, same-run package artifact, and proof-only final gate.
product.verification_evidence_test	optional	all	all	tests/verification-evidence.test.js	test	file_nonempty	workflow	Focused acceptance and refusal tests for v2.2 batch integrity, capacity recovery without lock recursion, semantic retention, inactive archiving, crash and replacement safety, freshness, parent projection, confinement, and concurrent rebuilds.
product.package_artifact_test	optional	all	all	tests/package-artifact.test.js	test	file_nonempty	workflow	Focused acceptance and refusal tests for package isolation, combined output bounds, untracked-content identity, manifest/tarball binding, traversal, symlink, toolchain, and consumer behavior.
product.control_center_bin	optional	all	all	bin/trace-cue-control-center.js	source	file_nonempty	workflow	Dedicated one-action Control Center launcher entrypoint over the existing CLI contract.
product.safe_local_store	optional	all	all	src/safe-local-store.js	source	file_nonempty	workflow	Reusable workspace-confined private store with strict modes, atomic replacement, bounded reads, revision checks, and owner-bound cross-process locks.
product.control_center_agentic_review_config	optional	all	all	src/control-center-agentic-review-config.js	source	file_nonempty	workflow	Central environment-name authority for the Control Center AI service and provider selection.
product.control_center_ai_readiness	optional	all	all	src/control-center-ai-readiness.js	source	file_nonempty	workflow	Network-free plain-language AI readiness and non-secret destination fingerprint helper.
product.control_center_ai_connections	optional	all	all	src/control-center-ai-connections.js	source	file_nonempty	workflow	Private exact-tuple AI capability contract with integrity binding, TTL state, separate capability/settings revisions, and opaque user-facing projection.
product.control_center_ai_connection_store	optional	all	all	src/control-center-ai-connection-store.js	source	file_nonempty	workflow	Workspace-confined private revisioned AI capability store using the reusable safe local store contract.
product.control_center_ai_connection_actions	optional	all	all	src/control-center-ai-connection-actions.js	source	file_nonempty	workflow	Passive AI availability projection plus explicit protected refresh, opaque selection persistence, and exact dispatch binding resolution for subscription and API connections.
product.control_center_pairing	optional	all	all	src/control-center-pairing.js	source	file_nonempty	workflow	One-use instance-bound browser pairing with separate memory-only session and action capabilities for production Control Center launches.
product.control_center_ai_setup_catalog	optional	all	all	src/control-center-ai-setup-catalog.js	source	file_nonempty	workflow	Validated installed catalog that maps opaque browser choices to fixed audited AI service destinations and capabilities.
product.control_center_ai_setup_runtime	optional	all	all	src/control-center-ai-setup-runtime.js	source	file_nonempty	workflow	Server-owned bounded session credential generations, API model discovery, embedded adapter lifecycle, exact execution leases, replace, disconnect, and shutdown cleanup.
product.control_center_codex_login	optional	all	all	src/control-center-codex-login.js	source	file_nonempty	workflow	Fixed official Codex device-login adapter with bounded streaming projection, user-scoped exclusion, cancellation, timeout, and status reconciliation.
product.control_center_ai_setup_catalog_data	optional	all	all	ops/CONTROL_CENTER_AI_SETUP_CATALOG.json	ops	file_nonempty	workflow	Installed fixed service, endpoint, model, and native-effort catalog for non-technical Control Center AI setup.
product.codex_subscription_adapter	optional	all	all	src/codex-subscription-adapter.js	source	file_nonempty	workflow	Fixed audited native Codex CLI discovery and execution adapter with safe environment, private staging, bounded I/O/time, no web/MCP/shell tools, and normalized output only.
product.codex_subscription_cli_contract	optional	all	all	src/codex-subscription-cli-contract.js	source	file_nonempty	workflow	Explicit versioned official package, native platform package, and feature-catalog allowlist for the fail-closed Codex subscription adapter.
product.fixed_process_runner	optional	all	all	src/fixed-process-runner.js	source	file_nonempty	workflow	Reusable fixed executable/argv shell-disabled runner with bounded input/output, timeout, process-group cancellation, and no output persistence.
product.json_schema_subset	optional	all	all	src/json-schema-subset.js	source	file_nonempty	workflow	Dependency-free strict JSON Schema subset validator used to keep runtime AI connection records synchronized with their registered schema authority.
product.control_center_intake	optional	all	all	src/control-center-intake.js	source	file_nonempty	workflow	Opaque bounded browser-picker intake and truthful image, text, and Playwright result adapters without raw-file serving.
product.control_center_launcher	optional	all	all	src/control-center-launcher.js	source	file_nonempty	workflow	Package-relative loopback launcher with healthy singleton reuse, fixed platform openers, shell-disabled spawning, and URL fallback.
product.control_center_intake_schema	optional	all	all	schemas/control-center-intake.schema.json	doc	file_nonempty	workflow	Public pathless schema for Control Center intake receipts and prepared results.
product.control_center_ai_connections_schema	optional	all	all	schemas/control-center-ai-connections.schema.json	doc	file_nonempty	workflow	Public schema for opaque non-secret AI service, model, native-effort, freshness, and selection projection.
product.control_center_ai_setup_schema	optional	all	all	schemas/control-center-ai-setup.schema.json	doc	file_nonempty	workflow	Public non-secret schema for AI setup services, session retention, connection lifecycle, and normalized subscription sign-in state.
product.verification_release_batch_schema	optional	all	all	schemas/verification-release-evidence-batch.schema.json	doc	file_nonempty	workflow	Strict schema for one clean exact-HEAD release evidence batch and its policy-owned task/source receipts.
product.control_center_goal_test	optional	all	all	tests/control-center-goal-completion.test.js	test	file_nonempty	workflow	Focused safe-store, launcher, intake, AI readiness, server, package, and recovery acceptance/refusal coverage.
product.control_center_ai_connections_test	optional	all	all	tests/control-center-ai-connections.test.js	test	file_nonempty	workflow	Focused opaque projection, integrity, TTL, CAS, passive-dashboard, protected refresh, API/subscription binding, fixed-process, and fake Codex adapter acceptance/refusal coverage.
product.control_center_ai_setup_test	optional	all	all	tests/control-center-ai-setup.test.js	test	file_nonempty	workflow	Focused pairing, API secret lifetime, fixed Codex device-login streaming and cancellation, paired server, projection, and secret-sentinel coverage without live provider access.
product.safe_store_lock_fixture	optional	all	all	tests/fixtures/safe-store-lock-worker.mjs	test	file_nonempty	workflow	Isolated child-process fixture for cross-process store lock ownership and recovery checks.
product.ci_proof_import_test	optional	all	all	tests/ci-proof-import.test.js	test	file_nonempty	workflow	Authenticated exact-run CI proof import and bounded hostile ZIP refusal coverage.
product.git_sync_check	optional	all	all	tools/check_git_sync.mjs	custom	file_nonempty	workflow	Read-only clean worktree, upstream, and ahead/behind check for exact-HEAD release evidence.
product.ci_proof_import_library	optional	all	all	tools/lib/ci-proof-import.mjs	source	file_nonempty	workflow	Authenticated policy-host-bound GitHub Actions run/artifact verifier with bounded API calls that imports only an exact validated final proof.
product.github_repository_identity_library	optional	all	all	tools/lib/github-repository-identity.mjs	source	file_nonempty	workflow	Shared strict policy-allowlisted Git remote host and repository identity parser for proof creation, proof import, and remote status.
product.safe_zip_library	optional	all	all	tools/lib/safe-zip.mjs	source	file_nonempty	workflow	Dependency-free bounded ZIP reader rejecting encryption, traversal, links, duplicates, and invalid CRCs.
product.media_review_policy	optional	all	all	ops/MEDIA_REVIEW_POLICY.json	ops	file_nonempty	security	Tracked local-only media limits, retention, provider-catalog discovery, technical thresholds, and no-body public boundary.
product.media_review_comparison_policy	optional	all	all	ops/MEDIA_REVIEW_COMPARISON_POLICY.json	ops	file_nonempty	security	Versioned public-result-only comparison limits, metric domain/classification selectors, matching thresholds, and no-execution boundary.
product.media_review_provider_catalog	optional	all	all	ops/MEDIA_REVIEW_PROVIDER_ADAPTERS.json	ops	file_nonempty	security	Versioned provider-neutral fixed-command adapter catalog with local-file-only and MCP-disabled boundaries.
product.media_source_decision	optional	all	all	src/media-source-decision.js	source	file_nonempty	workflow	Pure network-free URL and local-source capability classifier that redacts URL secrets and never authorizes acquisition.
product.media_stable_file	optional	all	all	src/media-stable-file.js	source	file_nonempty	security	Stable no-follow streaming media identity and bounded private staging helper.
product.media_prepared_audio	optional	all	all	src/media-prepared-audio.js	source	file_nonempty	security	Reusable bounded canonical WAV preparation, exact signed timeline provenance, path-free manifest publication, and stable private identity validation.
product.media_private_operation	optional	all	all	src/media-private-operation.js	source	file_nonempty	security	Marker-owned private operation roots, leases, retention, restart-safe reconciliation, bounded cleanup, and body-free tombstones.
product.media_tool_trust	optional	all	all	src/media-tool-trust.js	source	file_nonempty	security	Private profile, executable identity, Git tracked-inventory, clean-diff, index-flag, and runtime trust validation.
product.media_transcript_provider	optional	all	all	src/media-transcript-provider.js	source	file_nonempty	security	Versioned source-media and prepared-audio fixed-argv adapters with readiness, registration/receipt/payload binding, cancellation, containment, strict normalization, and transient bodies.
product.media_technical_analyzer	optional	all	all	src/media-technical-analyzer.js	source	file_nonempty	workflow	Bounded FFprobe/FFmpeg analysis for decoded timeline origins, frame cadence, duplicates, cuts, A/V offset, and subtitles with explicit limitations.
product.media_review_timeline	optional	all	all	src/media-review-timeline.js	source	file_nonempty	workflow	Canonical integer-microsecond evidence timeline with stable ordering and method/confidence preservation.
product.media_cross_modal_reviewer	optional	all	all	src/media-cross-modal-reviewer.js	source	file_nonempty	workflow	Separated deterministic and advisory time-coded cross-modal findings with bounded evidence references.
product.media_review_service	optional	all	all	src/media-review-service.js	source	file_nonempty	workflow	Provider-neutral plan/execute/report/cleanup orchestration with one prepared-audio handoff, source restaging, resource guards, privacy validation, and execution gates.
product.media_review_comparison_policy_source	optional	all	all	src/media-review-comparison-policy.js	source	file_nonempty	security	Strict comparison policy loader and deterministic policy identity.
product.media_review_public_result	optional	all	all	src/media-review-public-result.js	source	file_nonempty	security	Stable opaque-id exact-size public result reader with complete schema and embedded private-body/path/URL-locator rejection.
product.media_review_comparison	optional	all	all	src/media-review-comparison.js	source	file_nonempty	workflow	Read-only domain comparability, normalized deterministic/provider/advisory metric delta, bounded finding matching, and JSON/Markdown report core.
product.control_center_media_review	optional	all	all	src/control-center-media-review.js	source	file_nonempty	workflow	Asynchronous non-technical media intake, readiness, start, status, cancellation, recovery, result, passive saved-result comparison, and cleanup runtime.
product.control_center_media_review_store	optional	all	all	src/control-center-media-review-store.js	source	file_nonempty	security	Private safe-store namespace and strict pathless projection validation for media sources, operations, results, and cleanup receipts.
product.media_review_policy_schema	optional	all	all	schemas/media-review-policy.schema.json	doc	file_nonempty	workflow	Public strict schema for tracked media review policy.
product.media_source_decision_schema	optional	all	all	schemas/media-source-decision.schema.json	doc	file_nonempty	workflow	Public schema for network-free media source capability decisions.
product.media_transcript_provider_profile_schema	optional	all	all	schemas/media-transcript-provider-profile.schema.json	doc	file_nonempty	workflow	Private-profile contract schema for trusted local transcript-provider identity.
product.transcript_provider_schema	optional	all	all	schemas/transcript-provider.schema.json	doc	file_nonempty	workflow	Provider-neutral readiness, request, transient result, and bounded transcript projection schema.
product.media_analysis_schema	optional	all	all	schemas/media-analysis.schema.json	doc	file_nonempty	workflow	Deterministic technical media analysis schema.
product.media_timeline_schema	optional	all	all	schemas/media-timeline.schema.json	doc	file_nonempty	workflow	Canonical media timeline and evidence-event schema.
product.media_review_operation_schema	optional	all	all	schemas/media-review-operation.schema.json	doc	file_nonempty	workflow	Pathless public media operation lifecycle schema.
product.media_review_result_schema	optional	all	all	schemas/media-review-result.schema.json	doc	file_nonempty	workflow	Bounded media review result schema with separated findings and privacy boundary.
product.media_review_comparison_policy_schema	optional	all	all	schemas/media-review-comparison-policy.schema.json	doc	file_nonempty	security	Strict schema for saved media comparison policy and false execution capabilities.
product.media_review_comparison_schema	optional	all	all	schemas/media-review-comparison.schema.json	doc	file_nonempty	workflow	Bounded path-free before/after schema with completed-only references, domain compatibility, three metric classifications, and separated findings.
product.media_cleanup_receipt_schema	optional	all	all	schemas/media-cleanup-receipt.schema.json	doc	file_nonempty	workflow	Body-free media private-root cleanup receipt schema.
product.control_center_media_review_schema	optional	all	all	schemas/control-center-media-review.schema.json	doc	file_nonempty	workflow	Strict Control Center media readiness, source, operation, result, comparison-option, comparison, and cleanup projection schema.
product.media_review_provider_profile_template	optional	all	all	templates/media-review-provider-profile.example.json	template	file_nonempty	workflow	Path-placeholder example for an owner-readable ignored provider profile.
product.media_review_contract_test	optional	all	all	tests/media-review-contracts.test.js	test	file_nonempty	workflow	Hermetic contract, security, lifecycle, prepared-once orchestration, provider, analyzer, timeline, report, CLI, schema, and MCP-boundary coverage.
product.media_prepared_audio_test	optional	all	all	tests/media-prepared-audio.test.js	test	file_nonempty	security	Hermetic canonical WAV, signed timeline, fixed v2 argv, receipt/payload binding, private-file safety, v1 compatibility, and schema coverage.
product.media_review_live_test	optional	all	all	tools/media-review-live-acceptance.mjs	test	file_nonempty	workflow	Explicit standalone local non-mock prepared-audio FrameCue acceptance outside ordinary hermetic tests and Node test-runner child-process capture.
product.control_center_media_review_test	optional	all	all	tests/control-center-media-review.test.js	test	file_nonempty	workflow	Focused asynchronous Control Center media intake, authorization, lifecycle, recovery, passive comparison, projection, and cleanup coverage.
product.fixed_process_detached_child_fixture	optional	all	all	tests/fixtures/fixed-process-detached-child.mjs	test	file_nonempty	security	Detached descendant fixture for fixed-process containment and cancellation coverage.
